from,to,fromModule,toModule,FromSub-Model,ToSub-Model,Distance,Type1,Type2
MALNPOPP,CLPC,Demography,Agriculture,Agriculture: Nutrition,Agriculture: Nutrition,7,1,1
WAP,CLPC,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Nutrition,0,1,1
elasfd,CLPC,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Nutrition,0,2,1
elasmd,CLPC,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Nutrition,0,2,1
elascd,CLPC,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Nutrition,0,2,1
calmax,CLPC,Agriculture,Agriculture,Agriculture: Nutrition,Agriculture: Nutrition,9,2,1
agconv,CLPC,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Nutrition,13,2,1
CULTREG,CLPC,Sociopolitical,Agriculture,Agriculture: Culture,Agriculture: Nutrition,4,1,1
carprein,CO2PER,Environment,Environment,Environment: Carbon Emissions,Environment: Carbon Emissions,0,2,1
CARFOROTH,CO2PER,Environment,Environment,Environment: Carbon Emissions,Environment: Carbon Emissions,4,1,1
carabr,CO2PER,Environment,Environment,Environment: Carbon Emissions,Environment: Carbon Emissions,4,2,1
ENP,CO2PER,Energy,Environment,Environment: Production,Environment: Carbon Emissions,3,1,1
carfuel1,CO2PER,Environment,Environment,Environment: Carbon Emissions,Environment: Carbon Emissions,3,2,1
carfuel2,CO2PER,Environment,Environment,Environment: Carbon Emissions,Environment: Carbon Emissions,3,2,1
carfuel3,CO2PER,Environment,Environment,Environment: Carbon Emissions,Environment: Carbon Emissions,3,2,1
carinit,CO2PER,Environment,Environment,Environment: Carbon Emissions,Environment: Carbon Emissions,53,2,1
carannwi,CO2PER,Environment,Environment,Environment: Carbon Emissions,Environment: Carbon Emissions,52,1,1
co2prein,CO2PPM,Environment,Environment,Environment: Carbon Emissions,Environment: Carbon Emissions,0,2,1
CO2PER,CO2PPM,Environment,Environment,Environment: Carbon Emissions,Environment: Carbon Emissions,0,1,1
contrusm,CONTRUSE,Demography,Demography,Demography: Demography,Demography: Demography,0,2,1
tconr,CONTRUSE,Demography,Demography,Demography: Births and Fertility,Demography: Demography,1,2,1
I,CONTRUSE,Economy,Demography,Demography: Investment,Demography: Demography,302,1,1
DEATHS,CONTRUSE,Demography,Demography,Demography: Mortality,Demography: Demography,302,1,1
POP,CONTRUSE,Demography,Demography,Demography: Population,Demography: Demography,302,1,1
GDPPCP,CONTRUSE,Economy,Demography,Demography: GDP,Demography: Demography,6,1,1
migrateinm,CONTRUSE,Demography,Demography,Demography: Migration,Demography: Demography,368,2,1
migratebalancesw,CONTRUSE,Demography,Demography,Demography: Migration,Demography: Demography,330,2,1
contiguity,CONTRUSE,Interstate,Demography,Demography: Alliances,Demography: Demography,398,2,1
migrateoutm,CONTRUSE,Demography,Demography,Demography: Migration,Demography: Demography,369,2,1
cookstovesadd,COOKSTOVES,Environment,Environment,Other: Cook Stoves Use,Other: Cook Stoves Use,7,2,1
ENSOLFUEL,COOKSTOVES,Environment,Environment,Other: Soild Fuels,Other: Cook Stoves Use,0,1,1
HHTOTAL,COOKSTOVES,Demography,Environment,Other: Demography,Other: Cook Stoves Use,0,1,1
I,COOKSTOVES,Economy,Environment,Other: Investment,Other: Cook Stoves Use,13,1,1
LIFEXP,CPCTND,Demography,Economy,Economy: Health,Economy: consumption,1,1,1
workageretiresv,CPCTND,Demography,Economy,Economy: Population,Economy: consumption,1,2,1
workageentry,CPCTND,Demography,Economy,Economy: Population,Economy: consumption,1,2,1
savingsdiscountrt,CPCTND,Infrastructure,Economy,Economy: Water and Sanitation,Economy: consumption,1,2,1
workageretire,CPCTND,Demography,Economy,Economy: Population,Economy: consumption,0,2,1
drcpow,CPOW,Interstate,Interstate,Interstate: Power,Interstate: Power,0,2,1
GDS,CPOW,Economy,Interstate,Interstate: Government Finance,Interstate: Power,0,1,1
nmilf,CPOW,Interstate,Interstate,Interstate: Nuclear ,Interstate: Power,0,2,1
cpowf,CPOW,Interstate,Interstate,Interstate: Power,Interstate: Power,0,1,1
igdpr,CPOW,Economy,Interstate,Interstate: GDP,Interstate: Power,0,2,1
cpowdf,CPOW,Interstate,Interstate,Interstate: Power,Interstate: Power,6,2,1
CWAR,CPOW,Interstate,Interstate,Interstate: Wars,Interstate: Power,6,1,1
NPOW,CPOW,Interstate,Interstate,Interstate: Power,Interstate: Power,5,1,1
nwarsv,CPOW,Interstate,Interstate,Interstate: Wars,Interstate: Power,5,2,1
elndpow,CPOW,Interstate,Interstate,Interstate: Power,Interstate: Power,5,2,1
cwarsv,CPOW,Interstate,Interstate,Interstate: Wars,Interstate: Power,8,2,1
cpowldcf,cpowf,Interstate,Interstate,Interstate: Power,Interstate: Power,0,2,1
GDPPC,cpowf,Economy,Interstate,Interstate: GDP,Interstate: Power,0,1,1
C,CPREWORK,Economy,Economy,Economy: consumption,Economy: consumption,0,1,1
CRETIRE,CPREWORK,Economy,Economy,Economy: consumption,Economy: consumption,1,1,1
CWORKING,CPREWORK,Economy,Economy,Economy: consumption,Economy: consumption,2,1,1
POPPREWORK,CPREWORK,Demography,Economy,Economy: Population,Economy: consumption,11,1,1
POP,CPREWORK,Demography,Economy,Economy: Population,Economy: consumption,11,1,1
workageentry,CPREWORK,Demography,Economy,Economy: Population,Economy: consumption,22,2,1
POPWORKING,CPREWORK,Demography,Economy,Economy: Population,Economy: consumption,10,1,1
cpctnduse,CPREWORK,Economy,Economy,Economy: consumption,Economy: consumption,12,2,1
POPRETIRED,CPREWORK,Demography,Economy,Economy: Population,Economy: consumption,9,1,1
workageretire,CPREWORK,Demography,Economy,Economy: Population,Economy: consumption,20,2,1
LIFEXP,CPREWORK,Demography,Economy,Economy: Health,Economy: consumption,20,1,1
savingsdiscountrt,CPREWORK,Infrastructure,Economy,Economy: Water and Sanitation,Economy: consumption,16,2,1
WORKAGERETIREND,CPREWORK,Demography,Economy,Economy: Population,Economy: consumption,17,1,1
C,CRA,Economy,Economy,Economy: consumption,Economy: consumption,3,1,1
HHPOP,CRA,Demography,Economy,Economy: Population,Economy: consumption,106,1,1
igdpr,CRA,Economy,Economy,Economy: GDP,Economy: consumption,104,2,1
HHINC,CRA,Economy,Economy,Economy: Incomes,Economy: consumption,333,1,1
HHTAX,CRA,Economy,Economy,Economy: Taxation,Economy: consumption,333,1,1
HHGOVSS,CRA,Economy,Economy,Economy: Payments,Economy: consumption,333,1,1
GDPPCP,CRA,Economy,Economy,Economy: GDP,Economy: consumption,9,1,1
C,CRETIRE,Economy,Economy,Economy: consumption,Economy: consumption,0,1,1
GDPPC,CRETIRE,Economy,Economy,Economy: GDP,Economy: consumption,1,1,1
POPRETIRED,CRETIRE,Demography,Economy,Economy: Population,Economy: consumption,1,1,1
GOVHHPENT,CRETIRE,Economy,Economy,Economy: Government Finance,Economy: consumption,1,1,1
POP,CRETIRE,Demography,Economy,Economy: Population,Economy: consumption,11,1,1
workageretire,CRETIRE,Demography,Economy,Economy: Population,Economy: consumption,22,2,1
LIFEXP,CRETIRE,Demography,Economy,Economy: Health,Economy: consumption,22,1,1
POPPREWORK,CRETIRE,Demography,Economy,Economy: Population,Economy: consumption,13,1,1
workageentry,CRETIRE,Demography,Economy,Economy: Population,Economy: consumption,24,2,1
POPWORKING,CRETIRE,Demography,Economy,Economy: Population,Economy: consumption,12,1,1
cpctnduse,CRETIRE,Economy,Economy,Economy: consumption,Economy: consumption,14,2,1
savingsdiscountrt,CRETIRE,Infrastructure,Economy,Economy: Water and Sanitation,Economy: consumption,18,2,1
WORKAGERETIREND,CRETIRE,Demography,Economy,Economy: Population,Economy: consumption,19,1,1
CSHHU,CS,Economy,Economy,Economy: consumption,Economy: consumption,0,1,1
CSHHS,CS,Economy,Economy,Economy: consumption,Economy: consumption,0,1,1
C,CS,Economy,Economy,Economy: consumption,Economy: consumption,2,1,1
agon,CS,Agriculture,Economy,Economy: Investment,Economy: consumption,0,2,1
enon,CS,Energy,Economy,Economy: Demand,Economy: consumption,0,2,1
engel,CS,Economy,Economy,Economy: consumption,Economy: consumption,371,2,1
ZS,CS,Economy,Economy,Economy: Production,Economy: consumption,627,1,1
IGCF,CS,Economy,Economy,Economy: Investment,Economy: consumption,2,1,1
GDPRPA,CS,Economy,Economy,Economy: GDP,Economy: consumption,109,1,1
elasit,CS,Economy,Economy,Economy: Elasticities,Economy: consumption,109,2,1
VADD,CS,Economy,Economy,Economy: Value Added,Economy: consumption,1283,1,1
WP,CS,Economy,Economy,Economy: Prices,Economy: consumption,1283,1,1
GDP,CS,Economy,Economy,Economy: GDP,Economy: consumption,1589,1,1
FDEM,CS,Agriculture,Economy,Economy: Demand,Economy: consumption,0,1,1
WAP,CS,Agriculture,Economy,Economy: Investment,Economy: consumption,323,1,1
ENDEM,CS,Energy,Economy,Economy: Demand,Economy: consumption,0,1,1
CSHHU,CSHHS,Economy,Economy,Economy: consumption,Economy: consumption,9,1,1
C,CSHHS,Economy,Economy,Economy: consumption,Economy: consumption,13,1,1
CS,CSHHS,Economy,Economy,Economy: consumption,Economy: consumption,26,1,1
igdpr,CSHHS,Economy,Economy,Economy: GDP,Economy: consumption,149,2,1
CRA,CSHHS,Economy,Economy,Economy: consumption,Economy: consumption,360,1,1
HHPOP,CSHHS,Demography,Economy,Economy: Population,Economy: consumption,151,1,1
HHINC,CSHHS,Economy,Economy,Economy: Incomes,Economy: consumption,378,1,1
HHTAX,CSHHS,Economy,Economy,Economy: Taxation,Economy: consumption,378,1,1
HHGOVSS,CSHHS,Economy,Economy,Economy: Payments,Economy: consumption,378,1,1
agon,CSHHS,Agriculture,Economy,Economy: Investment,Economy: consumption,0,2,1
enon,CSHHS,Energy,Economy,Economy: Demand,Economy: consumption,0,2,1
engel,CSHHS,Economy,Economy,Economy: consumption,Economy: consumption,347,2,1
GDPPCP,CSHHS,Economy,Economy,Economy: GDP,Economy: consumption,369,1,1
ZS,CSHHS,Economy,Economy,Economy: Production,Economy: consumption,650,1,1
CS,CSHHU,Economy,Economy,Economy: consumption,Economy: consumption,19,1,1
C,CSHHU,Economy,Economy,Economy: consumption,Economy: consumption,6,1,1
igdpr,CSHHU,Economy,Economy,Economy: GDP,Economy: consumption,142,2,1
CRA,CSHHU,Economy,Economy,Economy: consumption,Economy: consumption,353,1,1
HHPOP,CSHHU,Demography,Economy,Economy: Population,Economy: consumption,144,1,1
HHINC,CSHHU,Economy,Economy,Economy: Incomes,Economy: consumption,371,1,1
HHTAX,CSHHU,Economy,Economy,Economy: Taxation,Economy: consumption,371,1,1
HHGOVSS,CSHHU,Economy,Economy,Economy: Payments,Economy: consumption,371,1,1
agon,CSHHU,Agriculture,Economy,Economy: Investment,Economy: consumption,0,2,1
enon,CSHHU,Energy,Economy,Economy: Demand,Economy: consumption,0,2,1
CSHHS,CSHHU,Economy,Economy,Economy: consumption,Economy: consumption,343,1,1
engel,CSHHU,Economy,Economy,Economy: consumption,Economy: consumption,340,2,1
GDPPCP,CSHHU,Economy,Economy,Economy: GDP,Economy: consumption,362,1,1
ZS,CSHHU,Economy,Economy,Economy: Production,Economy: consumption,643,1,1
TRADEBAL,CURACT,Economy,Economy,Economy: Trade,Economy: consumption,0,1,1
AID,CURACT,Sociopolitical,Economy,Economy: AID,Economy: consumption,0,1,1
XWORKREMIT,CURACT,Economy,Economy,Economy: Government Finance,Economy: consumption,0,1,1
lintr,CURACT,Economy,Economy,Economy: Investment,Economy: consumption,1,2,1
XIMFCREDIT,CURACT,Economy,Economy,Economy: Government Finance,Economy: consumption,6,1,1
XWBLOANS,CURACT,Economy,Economy,Economy: Government Finance,Economy: consumption,6,1,1
XFDISTOCK,CURACT,Economy,Economy,Economy: Government Finance,Economy: consumption,5,1,1
XFDISTOUT,CURACT,Economy,Economy,Economy: Government Finance,Economy: consumption,5,1,1
XFIRMDEBT,CURACT,Economy,Economy,Economy: Government Finance,Economy: consumption,3,1,1
XGOVTDEBT,CURACT,Economy,Economy,Economy: Government Finance,Economy: consumption,2,1,1
XPORTFOLIO,CURACT,Economy,Economy,Economy: Government Finance,Economy: consumption,4,1,1
XPORTSTOUT,CURACT,Economy,Economy,Economy: Government Finance,Economy: consumption,4,1,1
cwarbase,CWARPB,Interstate,Interstate,Interstate: Wars,Interstate: Wars,0,2,1
THREAT,CWARPB,Interstate,Interstate,Interstate: Threat,Interstate: Wars,1,1,1
wpthrwar,CWARPB,Interstate,Interstate,Interstate: Power,Interstate: Wars,1,2,1
C,CWORKING,Economy,Economy,Economy: consumption,Economy: consumption,0,1,1
CRETIRE,CWORKING,Economy,Economy,Economy: consumption,Economy: consumption,2,1,1
CPREWORK,CWORKING,Economy,Economy,Economy: consumption,Economy: consumption,3,1,1
POPWORKING,CWORKING,Demography,Economy,Economy: Population,Economy: consumption,11,1,1
POP,CWORKING,Demography,Economy,Economy: Population,Economy: consumption,11,1,1
cpctnduse,CWORKING,Economy,Economy,Economy: consumption,Economy: consumption,13,2,1
workageentry,CWORKING,Demography,Economy,Economy: Population,Economy: consumption,22,2,1
workageretire,CWORKING,Demography,Economy,Economy: Population,Economy: consumption,22,2,1
POPPREWORK,CWORKING,Demography,Economy,Economy: Population,Economy: consumption,12,1,1
POPRETIRED,CWORKING,Demography,Economy,Economy: Population,Economy: consumption,10,1,1
LIFEXP,CWORKING,Demography,Economy,Economy: Health,Economy: consumption,21,1,1
savingsdiscountrt,CWORKING,Infrastructure,Economy,Economy: Water and Sanitation,Economy: consumption,17,2,1
WORKAGERETIREND,CWORKING,Demography,Economy,Economy: Population,Economy: consumption,18,1,1
ENVPM2PT5,DEATHCAT,Environment,Health,Health: Carbon Emissions,Health: Mortality,358,1,1
hlpm2pt5sw,DEATHCAT,Health,Health,Health: Health and Environment,Health: Mortality,358,2,1
DEATHS,DEATHCAT,Demography,Health,Health: Mortality,Health: Mortality,124,1,1
EDYRSAG25,DEATHCAT,Education,Health,Health: Years of Education,Health: Mortality,548,1,1
GOVCORRUPT,DEATHCAT,Sociopolitical,Health,Health: Corruption,Health: Mortality,548,1,1
SFINTLWARMAG,DEATHCAT,Sociopolitical,Health,Health: State failure,Health: Mortality,548,1,1
POP,DEATHCAT,Demography,Health,Health: Population,Health: Mortality,126,1,1
hlmortcdadltm,DEATHCAT,Health,Health,Health: Mortality,Health: Mortality,138,2,1
svtohlsw,DEATHCAT,Sociopolitical,Health,Health: Violence,Health: Mortality,138,2,1
POP,DEATHS,Demography,Demography,Demography: Population,Demography: Mortality,17,1,1
EDYRSAG25,DEATHS,Education,Demography,Demography: Years of Education,Demography: Mortality,454,1,1
GOVCORRUPT,DEATHS,Sociopolitical,Demography,Demography: Corruption,Demography: Mortality,454,1,1
SFINTLWARMAG,DEATHS,Sociopolitical,Demography,Demography: State failure,Demography: Mortality,454,1,1
hlmortcdadltm,DEATHS,Health,Demography,Demography: Mortality,Demography: Mortality,44,2,1
svtohlsw,DEATHS,Sociopolitical,Demography,Demography: Violence,Demography: Mortality,44,2,1
hlmortcdchldm,DEATHS,Health,Demography,Demography: Mortality,Demography: Mortality,46,2,1
I,DEATHS,Economy,Demography,Demography: Investment,Demography: Mortality,1797,1,1
tmortr2,DEATHS,Health,Demography,Demography: Mortality,Demography: Mortality,15,2,1
tmortr,DEATHS,Health,Demography,Demography: Mortality,Demography: Mortality,16,2,1
GDPPCP,DEATHS,Economy,Demography,Demography: GDP,Demography: Mortality,273,1,1
LIFEXP,DEATHS,Demography,Demography,Demography: Health,Demography: Mortality,32,1,1
CIVDM,DEATHS,Interstate,Demography,Demography: Wars,Demography: Mortality,17,1,1
mortconv,DEATHS,Demography,Demography,Demography: Mortality,Demography: Mortality,208,2,1
mortm,DEATHS,Demography,Demography,Demography: Mortality,Demography: Mortality,18,2,1
MORTMG,DEATHS,Health,Demography,Demography: Mortality,Demography: Mortality,18,1,1
AIDSDTHS,DEATHS,Demography,Demography,Demography: HIV/AIDS,Demography: Mortality,211,1,1
migrateinm,DEATHS,Demography,Demography,Demography: Migration,Demography: Mortality,513,2,1
migratebalancesw,DEATHS,Demography,Demography,Demography: Migration,Demography: Mortality,475,2,1
contiguity,DEATHS,Interstate,Demography,Demography: Alliances,Demography: Mortality,543,2,1
deathtrpvm,DEATHTRPV,Health,Demography,Demography: Mortality,Demography: Mortality,0,2,1
VEHICFLPC,DEATHTRPV,Infrastructure,Demography,Demography: Transport,Demography: Mortality,5,1,1
deathtrpvsetar,DEATHTRPV,Demography,Demography,Demography: Mortality,Demography: Mortality,1,2,1
deathtrpvseyrtar,DEATHTRPV,Demography,Demography,Demography: Mortality,Demography: Mortality,1,2,1
POP,DEATHTRPV,Demography,Demography,Demography: Population,Demography: Mortality,6,1,1
GDPPCP,DEMOCEXP,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: Polity,9,1,1
EDYRSAG15,DEMOCEXP,Education,Sociopolitical,Sociopolitical: Years of Education,Sociopolitical: Polity,15,1,1
DEMOCWAVE,DEMOCPOLITY,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: Polity,18,1,1
swseffmax,DEMOCPOLITY,Sociopolitical,Sociopolitical,Sociopolitical: Swing States,Sociopolitical: Polity,0,2,1
swseffects,DEMOCPOLITY,Sociopolitical,Sociopolitical,Sociopolitical: Swing States,Sociopolitical: Polity,0,2,1
swingstsdem,DEMOCPOLITY,Sociopolitical,Sociopolitical,Sociopolitical: Swing States,Sociopolitical: Polity,33,2,1
SWINGSTS,DEMOCPOLITY,Interstate,Sociopolitical,Sociopolitical: Swing States,Sociopolitical: Polity,33,1,1
democconv,DEMOCPOLITY,Demography,Sociopolitical,Sociopolitical: Mortality,Sociopolitical: Polity,0,2,1
GEM,DEMOCPOLITY,Sociopolitical,Sociopolitical,Sociopolitical: Gender Development,Sociopolitical: Polity,117,1,1
YTHBULGE,DEMOCPOLITY,Demography,Sociopolitical,Sociopolitical: Population,Sociopolitical: Polity,117,1,1
ENX,DEMOCPOLITY,Energy,Sociopolitical,Sociopolitical: Trade,Sociopolitical: Polity,145,1,1
ENPRI,DEMOCPOLITY,Energy,Sociopolitical,Sociopolitical: Prices,Sociopolitical: Polity,145,1,1
GDP,DEMOCPOLITY,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: Polity,145,1,1
democm,DEMOCPOLITY,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: Polity,0,2,1
democpolitysetar,DEMOCPOLITY,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: Polity,1,2,1
democpolityseyrtar,DEMOCPOLITY,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: Polity,1,2,1
democwvmax,DEMOCWAVE,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: Polity,1,2,1
democimpoth,DEMOCWAVE,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: Polity,0,2,1
democimpus,DEMOCWAVE,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: Polity,1,2,1
democimpusn,DEMOCWAVE,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: Polity,1,2,1
eldemocimp,DEMOCWAVE,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: Polity,1,2,1
democwvlen,DEMOCWAVE,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: Polity,1,2,1
DEMOCWVCOUNT,DEMOCWVDIR,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: Polity,0,1,1
democwvlen,DEMOCWVDIR,Sociopolitical,Sociopolitical,Sociopolitical: Polity,Sociopolitical: Polity,0,2,1
DIPLOEMBASSYMAX,DIPLOEMBASSY,Interstate,Interstate,"Interstate: Embassies,IGO and INGOs","Interstate: Embassies,IGO and INGOs",0,1,1
